ID,genotype,root_hair,oryzalin_treated,time,nuc_to_tip_length,tip_growth,root_hair_length
IT3a4_17.3.30_3,iT3,T1,yes,3,86.441,0.405,161.75
IT3a4_17.3.30_3,iT3,T1,yes,4,90.131,-0.201,161.549
IT3a4_17.3.30_3,iT3,T1,yes,5,89.193,0.408,161.957
IT3a4_17.3.30_3,iT3,T1,yes,6,88.995,0,161.957
IT3a4_17.3.30_3,iT3,T1,yes,7,90.763,0.747,162.704
IT3a4_17.3.30_3,iT3,T1,yes,8,90.596,0.204,162.908
IT3a4_17.3.30_3,iT3,T1,yes,9,91.532,0.336,163.244
IT3a4_17.3.30_3,iT3,T1,yes,10,94.605,0.408,163.652
IT3a4_17.3.30_3,iT3,T1,yes,11,93.885,0.069,163.721
IT3a4_17.3.30_3,iT3,T1,yes,12,93.775,-0.131,163.59
IT3a4_17.3.30_3,iT3,T1,yes,13,95.653,0.747,164.337
IT3a4_17.3.30_3,iT3,T1,yes,14,96.592,0.678,165.015
IT3a4_17.3.30_3,iT3,T1,yes,15,98.024,1.157,166.172
IT3a4_17.3.30_3,iT3,T1,yes,16,107.725,1.028,167.2
IT3a4_17.3.30_3,iT3,T1,yes,17,110.257,0.48,167.68
IT3a4_17.3.30_3,iT3,T1,yes,18,111.088,0.812,168.492
IT3a4_17.3.30_3,iT3,T1,yes,19,110.223,1.561,170.053
IT3a4_17.3.30_3,iT3,T2,yes,0,55.969,0,139.76
IT3a4_17.3.30_3,iT3,T2,yes,1,51.177,0.278,140.038
IT3a4_17.3.30_3,iT3,T2,yes,2,49.985,-0.104,139.934
IT3a4_17.3.30_3,iT3,T2,yes,3,43.493,0.173,140.107
IT3a4_17.3.30_3,iT3,T2,yes,4,41.801,0.069,140.176
IT3a4_17.3.30_3,iT3,T2,yes,5,49.15,0.815,140.991
IT3a4_17.3.30_3,iT3,T2,yes,6,49.797,-0.241,140.75
IT3a4_17.3.30_3,iT3,T2,yes,7,50.982,0.173,140.923
IT3a4_17.3.30_3,iT3,T2,yes,8,53.681,1.006,141.929
IT3a4_17.3.30_3,iT3,T2,yes,9,49.637,0.761,142.69
IT3a4_17.3.30_3,iT3,T2,yes,10,53.077,0.797,143.487
IT3a4_17.3.30_3,iT3,T2,yes,11,50.471,0.347,143.834
IT3a4_17.3.30_3,iT3,T2,yes,12,52.988,1.006,144.84
IT3a4_17.3.30_3,iT3,T2,yes,13,53.828,0.728,145.568
IT3a4_17.3.30_3,iT3,T2,yes,14,55.683,0.173,145.741
IT3a4_17.3.30_3,iT3,T2,yes,15,65.382,0.625,146.366
IT3a4_17.3.30_3,iT3,T2,yes,16,71.315,0.588,146.954
IT3a4_17.3.30_3,iT3,T2,yes,17,71.165,0.868,147.822
IT3a4_17.3.30_3,iT3,T2,yes,18,74.437,1.109,148.931
IT3a4_17.3.30_3,iT3,T2,yes,19,74.851,1.005,149.936
IT3a4_17.4.1_1,iT3,T2,no,0,77,0,90.684
IT3a4_17.4.1_1,iT3,T2,no,1,79.151,1.222,91.906
IT3a4_17.4.1_1,iT3,T2,no,2,77.76,1.438,93.344
IT3a4_17.4.1_1,iT3,T2,no,3,77.744,1.43,94.774
IT3a4_17.4.1_1,iT3,T2,no,4,77.612,1.526,96.3
IT3a4_17.4.1_1,iT3,T2,no,5,74.672,1.287,97.587
IT3a4_17.4.1_1,iT3,T2,no,6,71.48,1.472,99.059
IT3a4_17.4.1_1,iT3,T2,no,7,68.791,1.199,100.258
IT3a4_17.4.1_1,iT3,T2,no,8,68.193,0.592,100.85
IT3a4_17.4.1_1,iT3,T2,no,9,65.322,1.456,102.306
IT3a4_17.4.1_1,iT3,T2,no,10,65.926,1.495,103.801
IT3a4_17.4.1_1,iT3,T2,no,11,65.099,1.157,104.958
IT3a4_17.4.1_1,iT3,T2,no,12,69.004,0.699,105.657
IT3a4_17.4.1_1,iT3,T2,no,13,67.294,1.289,106.946
IT3a4_17.4.1_1,iT3,T2,no,14,66.916,0.965,107.911
IT3a4_17.4.1_1,iT3,T2,no,15,65.739,1.085,108.996
IT3a4_17.4.1_1,iT3,T2,no,16,67.535,1.234,110.23
IT3a4_17.4.1_1,iT3,T2,no,17,64.841,0.944,111.174
IT3a4_17.4.1_1,iT3,T2,no,18,64.881,1.117,112.291
IT3a4_17.4.1_1,iT3,T2,no,19,64.881,1.356,113.647
IT3a4_17.4.1_1,iT3,T1,no,0,33.374,0,127.941
IT3a4_17.4.1_1,iT3,T1,no,1,38.35,0.911,128.852
IT3a4_17.4.1_1,iT3,T1,no,2,37.749,0.758,129.61
IT3a4_17.4.1_1,iT3,T1,no,3,40.007,0.678,130.288
IT3a4_17.4.1_1,iT3,T1,no,4,43.203,0.479,130.767
IT3a4_17.4.1_1,iT3,T1,no,5,41.937,0.971,131.738
IT3a4_17.4.1_1,iT3,T1,no,6,38.491,0.884,132.622
IT3a4_17.4.1_1,iT3,T1,no,7,39.638,0.589,133.211
IT3a4_17.4.1_1,iT3,T1,no,8,41.836,0.959,134.17
IT3a4_17.4.1_1,iT3,T1,no,9,40.274,1.093,135.263
IT3a4_17.4.1_1,iT3,T1,no,10,40.708,0.959,136.222
IT3a4_17.4.1_1,iT3,T1,no,11,39.755,0.455,136.677
IT3a4_17.4.1_1,iT3,T1,no,12,39.504,1.017,137.694
IT3a4_17.4.1_1,iT3,T1,no,13,42.191,0.643,138.337
IT3a4_17.4.1_1,iT3,T1,no,14,41.937,0.678,139.015
IT3a4_17.4.1_1,iT3,T1,no,15,40.708,0.547,139.562
IT3a4_17.4.1_1,iT3,T1,no,16,40.145,1.561,141.123
IT3a4_17.4.1_1,iT3,T1,no,17,39.819,0.971,142.094
IT3a4_17.4.1_1,iT3,T1,no,18,40.007,0.547,142.641
IT3a4_17.4.1_1,iT3,T1,no,19,42.456,0.773,143.414
IT3a4_17.4.1_1,iT3,B1,no,0,42.662,0,110.917
IT3a4_17.4.1_1,iT3,B1,no,1,40.754,0.663,111.58
IT3a4_17.4.1_1,iT3,B1,no,2,38.983,0.077,111.657
IT3a4_17.4.1_1,iT3,B1,no,3,35.672,1.699,113.356
IT3a4_17.4.1_1,iT3,B1,no,4,35.672,-0.426,112.93
IT3a4_17.4.1_1,iT3,B1,no,5,36.041,1.012,113.942
IT3a4_17.4.1_1,iT3,B1,no,6,35.785,0.957,114.899
IT3a4_17.4.1_1,iT3,B1,no,7,33.377,-0.506,114.393
IT3a4_17.4.1_1,iT3,B1,no,8,31.843,1.037,115.43
IT3a4_17.4.1_1,iT3,B1,no,9,31.945,-0.14,115.29
IT3a4_17.4.1_1,iT3,B1,no,10,34.641,1.049,116.339
IT3a4_17.4.1_1,iT3,B1,no,11,31.945,1.05,117.389
IT3a4_17.4.1_1,iT3,B1,no,12,31.028,0,117.389
IT3a4_17.4.1_1,iT3,B1,no,13,33.293,0.856,118.245
IT3a4_17.4.1_1,iT3,B1,no,14,34.921,1.443,119.688
IT3a4_17.4.1_1,iT3,B1,no,15,37.731,0.959,120.647
IT3a4_17.4.1_1,iT3,B1,no,16,37.339,0,120.647
IT3a4_17.4.1_1,iT3,B1,no,17,35.455,0.662,121.309
IT3a4_17.4.1_1,iT3,B1,no,18,33.544,0.671,121.98
IT3a4_17.4.1_1,iT3,B1,no,19,34.504,0.767,122.747
IT3a4_17.4.1_1,iT3,T2,yes,0,57.335,0,123.771
IT3a4_17.4.1_1,iT3,T2,yes,1,63.982,1.026,124.797
IT3a4_17.4.1_1,iT3,T2,yes,2,66.916,0.383,125.18
IT3a4_17.4.1_1,iT3,T2,yes,3,69.613,0.645,125.825
IT3a4_17.4.1_1,iT3,T2,yes,4,72.511,0.251,126.076
IT3a4_17.4.1_1,iT3,T2,yes,5,77.139,0.765,126.841
IT3a4_17.4.1_1,iT3,T2,yes,6,78.7,0.131,126.972
IT3a4_17.4.1_1,iT3,T2,yes,7,81.352,0.382,127.354
IT3a4_17.4.1_1,iT3,T2,yes,8,83.529,0.514,127.868
IT3a4_17.4.1_1,iT3,T2,yes,9,84.152,0,127.868
IT3a4_17.4.1_1,iT3,T2,yes,10,83.369,0.122,127.99
IT3a4_17.4.1_1,iT3,T2,yes,11,84.262,0.512,128.502
IT3a4_17.4.1_1,iT3,T2,yes,12,87.078,-0.512,127.99
IT3a4_17.4.1_1,iT3,T2,yes,13,87.203,0.895,128.885
IT3a4_17.4.1_1,iT3,T2,yes,14,88.353,0.513,129.398
IT3a4_17.4.1_1,iT3,T2,yes,15,90.398,0.383,129.781
IT3a4_17.4.1_1,iT3,T2,yes,16,92.833,-0.513,129.268
IT3a4_17.4.1_1,iT3,T2,yes,17,96.537,0.513,129.781
IT3a4_17.4.1_1,iT3,T2,yes,18,99.095,-0.257,129.524
IT3a4_17.4.1_1,iT3,T2,yes,19,99.355,-0.256,129.268
IT3a4_17.4.1_1,iT3,T1,yes,0,37.466,0,136.464
IT3a4_17.4.1_1,iT3,T1,yes,1,39.175,0.132,136.596
IT3a4_17.4.1_1,iT3,T1,yes,2,44.501,0.17,136.766
IT3a4_17.4.1_1,iT3,T1,yes,3,45.036,-0.17,136.596
IT3a4_17.4.1_1,iT3,T1,yes,4,47.307,0.511,137.107
IT3a4_17.4.1_1,iT3,T1,yes,5,48.822,0.026,137.133
IT3a4_17.4.1_1,iT3,T1,yes,6,49.274,0.707,137.84
IT3a4_17.4.1_1,iT3,T1,yes,7,51.63,-0.537,137.303
IT3a4_17.4.1_1,iT3,T1,yes,8,53.343,0.765,138.068
IT3a4_17.4.1_1,iT3,T1,yes,9,53.62,-0.399,137.669
IT3a4_17.4.1_1,iT3,T1,yes,10,54.428,0.934,138.603
IT3a4_17.4.1_1,iT3,T1,yes,11,55.516,0,138.603
IT3a4_17.4.1_1,iT3,T1,yes,12,55.793,0.904,139.507
IT3a4_17.4.1_1,iT3,T1,yes,13,59.221,-1.103,138.404
IT3a4_17.4.1_1,iT3,T1,yes,14,64.192,-0.198,138.206
IT3a4_17.4.1_1,iT3,T1,yes,15,64.745,0.397,138.603
IT3a4_17.4.1_1,iT3,T1,yes,16,64.853,0.168,138.771
IT3a4_17.4.1_1,iT3,T1,yes,17,63.835,-1.102,137.669
IT3a4_17.4.1_1,iT3,T1,yes,18,63.929,1.102,138.771
IT3a4_17.4.1_1,iT3,T1,yes,19,63.201,-0.76,138.011
IT3a4_17.4.1_1,iT3,B1,yes,0,35.365,0,119.104
IT3a4_17.4.1_1,iT3,B1,yes,1,33.551,0.513,119.617
IT3a4_17.4.1_1,iT3,B1,yes,2,33.142,0.637,120.254
IT3a4_17.4.1_1,iT3,B1,yes,3,31.799,2.045,122.299
IT3a4_17.4.1_1,iT3,B1,yes,4,30.327,-1.15,121.149
IT3a4_17.4.1_1,iT3,B1,yes,5,30.881,1.408,122.557
IT3a4_17.4.1_1,iT3,B1,yes,6,29.743,-0.252,122.305
IT3a4_17.4.1_1,iT3,B1,yes,7,28.7,-0.131,122.174
IT3a4_17.4.1_1,iT3,B1,yes,8,27.504,0.383,122.557
IT3a4_17.4.1_1,iT3,B1,yes,9,24.345,0.911,123.468
IT3a4_17.4.1_1,iT3,B1,yes,10,27.335,0.881,124.349
IT3a4_17.4.1_1,iT3,B1,yes,11,28.086,-0.896,123.453
IT3a4_17.4.1_1,iT3,B1,yes,12,27.96,0,123.453
IT3a4_17.4.1_1,iT3,B1,yes,13,29.613,1.532,124.985
IT3a4_17.4.1_1,iT3,B1,yes,14,25.317,0.129,125.114
IT3a4_17.4.1_1,iT3,B1,yes,15,33.441,0.766,125.88
IT3a4_17.4.1_1,iT3,B1,yes,16,39.352,0.384,126.264
IT3a4_17.4.1_1,iT3,B1,yes,17,44.222,-0.256,126.008
IT3a4_17.4.1_1,iT3,B1,yes,18,40.151,0.384,126.392
IT3a4_17.4.1_1,iT3,B1,yes,19,39.317,-0.384,126.008
